disease,comb_wattle,face,conjunctiva,shank_foot,muscles,nasal_cavity,trachea,heart,spleen,pancreas,proventriculus,intestin,diarrhea,ovary
avian influenza highly pathogenic,necrotic foci & cyanosis,swollen,hemorrhagic,hemorrhagic,congested ,filled with discharge,hemorrhagic,hemorrhagic,Necrotic foci,petechial hemorrhage,petechial hemorrhage,petechial hemorrhage & necrosis,Green,hemorrhagic
